country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Western Europe;3749.798;4118.478;4404.435;4656.895;4944.864;5234.879;5483.971;5783.284;6240.942;6728.255;7204.588;7591.482;7859.568;8030.236;8424.593;8814.085;9141.121;9574.99;9977.909;10426.239;11063.25;11554.816;11874.816;12225.344;12854.543;13514.671;14363.93;15170.983;15514.199;14958.903;15448.971;16019.083;16246.566;16558.84;17151.563;17706.548;18226.41;19011.749;19834.225;20420.615;21118.659;21871.225;22626.382;23398.592;24197.435
Western Hemisphere (Region);4780.182;5332.352;5578.32;5908.277;6494.68;6957.694;7352.933;7794.292;8327.116;8888.115;9344.794;9750.847;10298.893;10876.874;11588.952;12090.903;12733.176;13562.177;14241.548;14932.26;15883.536;16389.062;16875.412;17622.258;18890.505;20199.579;21552.92;22786.072;23496.75;23105.322;24233.649;25385.866;26497.377;27554.653;28657.602;29498.902;30040.793;31209.473;32670.571;33750.91;35093.738;36511.115;37944.585;39456.222;41038.884
ASEAN-5;420.671;489.148;539.253;584.812;631.806;661.834;710.907;774.952;869.642;986.804;1109.851;1231.448;1343.644;1480.214;1625.823;1793.674;1962.833;2069.064;1912.125;1995.567;2151.129;2271.013;2423.947;2608.85;2839.006;3082.641;3350.237;3654.896;3923.579;4046.617;4376.694;4677.321;5062.514;5410.899;5763.8;6107.678;6478.215;6952.088;7494.674;7995.029;8553.588;9180.934;9855.593;10580.264;11359.866
Advanced economies;8379.389;9351.9;9947.155;10661.947;11577.414;12385.076;13047.895;13873.531;15047.954;16256.286;17376.291;18238.468;19109.485;19871.556;20974.322;22204.026;23294.967;24520.689;25480.427;26773.309;28482.894;29578.526;30553.994;31757.241;33672.353;35700.989;37910.67;39976.356;40846.922;39786.844;41472.339;43063.177;44402.403;45800.877;47619.258;49215.879;50580.968;52799.334;55309.58;57235.601;59345.337;61546.505;63752.724;66031.687;68409.899
Emerging and Developing Asia;1183.945;1371.695;1529.795;1700.232;1888.434;2084.96;2258.289;2482.801;2810.99;3103.236;3406.548;3734.34;4151.431;4629.58;5165.736;5742.386;6338.339;6836.153;7105.774;7674.114;8354.031;9049.389;9801.957;10810.307;12038.105;13559.712;15372.021;17542.344;19175.23;20773.375;23031.971;25348.62;27638.103;30059.698;32695.137;35269.702;38024.85;41292.636;45001.438;48514.477;52429.643;56804.181;61454.18;66454.851;71820.709
Emerging and Developing Europe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3152.581;3060.502;2841.292;2880.042;2936.393;3115.035;3116.709;3245.388;3576.19;3741.399;3981.141;4303.858;4761.006;5214.69;5770.549;6351.864;6753.884;6402.16;6758.829;7295.795;7654.313;8025.657;8324.066;8460.493;8701.847;9208.005;9720.299;10065.845;10524.762;11011.821;11512.37;12041.64;12591.254
Emerging market and developing economies;4891.115;5417.942;5782.597;6100.839;6550.35;6982.296;7402.928;7890.268;8495.174;9108.175;10014.509;10758.81;13931.048;14625.4;15300.244;16176.826;17258.885;18395.304;19116.154;20038.157;21666.517;22907.022;24312.682;26401.562;29201.823;32249.665;35837.904;39850.317;42879.749;44260.169;48051.372;52080.079;55617.497;59415.113;63283.371;66583.542;70251.25;74904.056;80126.366;84624.024;90188.265;96425.591;103041.771;110156.142;117745.78
European Union;3961.43;4333.074;4634.344;4912.146;5213.164;5509.578;5773.299;6088.878;6560.484;7050.439;7488.378;7819.36;8147.386;8376.692;8795.824;9395.052;9761.447;10217.59;10640.942;11113.758;11795.268;12332.62;12706.207;13125.535;13849.62;14603.426;15579.79;16518.379;16963.977;16361.972;16885.121;17546.126;17809.158;18171.157;18850.847;19507.594;20118.899;21058.462;22042.076;22774.165;23605.797;24492.267;25381.667;26292.677;27235.763
Latin America and the Caribbean;1610.579;1772.165;1871.454;1887.755;2032.509;2160.869;2294.215;2427.79;2537.21;2656.82;2767.126;2968.331;3132.174;3337.836;3575.64;3688.665;3870.534;4146.678;4296.241;4360.772;4621.294;4749.355;4832.828;5016.442;5463.223;5877.897;6384.51;6919.266;7330.549;7233.604;7762.107;8289.764;8691.347;9097.911;9384;9499.746;9516.276;9799.116;10125.904;10284.588;10671.651;11152.829;11674.236;12237.271;12823.677
Major advanced economies (G7);6738.909;7522.323;7978.26;8564.613;9314.282;9972.868;10487.181;11121.632;12057.718;13004.42;13866.519;14505.913;15153.061;15687.938;16507.357;17274.329;18075.19;18970.533;19732.072;20652.484;21900.915;22667.964;23308.407;24191.498;25563.515;27038.139;28585.01;29948.726;30481.559;29586.323;30775.165;31926.589;32986.998;34044.467;35355.073;36490.285;37410.963;38975.613;40767.372;42166.361;43677.096;45220.373;46744.577;48317.219;49957.296
Middle East and Central Asia;1231.542;1322.397;1361.765;1423.727;1457.528;1503.85;1545.73;1587.931;1671.271;1799.108;2049.119;2268.608;2670.848;2742.268;2831.09;2928.068;3113.391;3246.305;3480.164;3599.261;3884.572;4050.882;4277.214;4755.932;5276.311;5775.87;6322.505;6859.765;7275.067;7401.597;7848.05;8265.016;8573.46;8959.983;9379.405;9709.461;10281.02;10698.404;11151.975;11426.736;11987.521;12618.037;13272.8;13979.636;14728.762
Other advanced economies;757.334;863.227;935.61;1009.214;1114.029;1198.676;1289.126;1404.43;1531.525;1664.467;1800.439;1926.656;2047.301;2183.144;2366.902;2686.185;2865.419;3050.351;3109.426;3326.173;3594.163;3765.242;3975.181;4158.737;4490.89;4820.307;5203.944;5616.216;5827.023;5822.674;6234.199;6579.489;6851.783;7143.045;7488.687;7731.602;7999.737;8388.981;8812.716;9113.9;9476.022;9891.601;10329.768;10786.461;11266.108
Sub-Saharan Africa;319.693;360.903;384.994;399.878;429.426;448.168;469.995;494.282;531.384;566.646;781.806;805.913;824.014;855.214;886.485;937.666;1000.228;1051.133;1117.265;1158.622;1230.43;1315.996;1419.543;1515.023;1663.178;1821.497;1988.319;2177.078;2345.019;2449.434;2650.415;2880.884;3060.274;3271.865;3500.763;3644.141;3727.257;3905.896;4126.749;4332.378;4574.686;4838.723;5128.186;5442.744;5781.379
World;13270.504;14769.842;15729.751;16762.786;18127.765;19367.372;20450.824;21763.799;23543.128;25364.46;27390.8;28997.278;33040.532;34496.957;36274.566;38380.852;40553.852;42915.993;44596.581;46811.466;50149.411;52485.547;54866.676;58158.804;62874.177;67950.654;73748.574;79826.674;83726.671;84047.014;89523.711;95143.255;100019.9;105215.99;110902.629;115799.421;120832.218;127703.39;135435.946;141859.625;149533.602;157972.096;166794.495;176187.828;186155.679
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©IMF, 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
