"country_text_id","year","order_safety_gdp_perc_oecd_num_ds","order_safety_gdpcapita_oecd_num_ds","hom_rate_unodc_num_ds","theft_rate_unodc_num_ds","burg_rate_unodc_num_ds","crime_rate_unodc_num_ds","orgacrime_gcr_num_ds","reliab_police_gcr_num_ds","trust_gwp_num_ds","domsec_ds"
"SVK",2010,1.13323902346826,0.0285174109687345,0.68562809898752,-0.248822087334331,-0.0673044878281435,-0.26342771468711,0.162742829797404,-0.476341480909959,-0.928509187273797,-0.285984619088007
"SVK",2011,1.20641618339883,0.189396341901455,0.619831400301797,-0.307798902700227,-0.171610463396358,-0.341117772098743,-0.301635566507208,-0.434578062551546,-0.341592084510429,-0.222984330103221
"SVK",2012,1.02893905812055,0.178046851244936,0.933740917360039,-0.361666359705239,-0.233135706996999,-0.399771188085027,-0.423750985176033,-0.357414813579321,-0.438304694423114,-0.0831311438849875
"SVK",2013,1.17425655081336,0.347532408494565,0.824590986751794,-0.366597503137028,-0.276180322943515,-0.41861912330308,-0.541575924084999,-0.620873096569422,-0.829564157570111,-0.275948410017174
"SVK",2014,1.30674623624728,0.557737794665008,0.851993473882454,-0.440401427146599,-0.392215458109078,-0.510271327949431,-0.443760601578965,-0.675256243517459,-0.438304694423114,-0.252735594525886
"SVK",2015,1.55353291725904,0.876237857415341,1.25038617990212,-0.263702623485968,-0.592481188090804,-0.440791001724826,-0.19116358373048,-0.675256243517459,-0.535452738509891,-0.0591845460548538
"SVK",2016,1.44696230580465,0.938113238062442,1.02789356498164,-0.544320784646912,-0.647142520275328,-0.669099795556582,-0.138512733110078,-0.649488340624785,0.135621504005461,-0.0777394778394739
"SVK",2017,1.0369810059959,0.812733962465973,0.717304947122165,-0.386505510907413,-0.442389217220187,-0.542600800463015,-0.174858260069261,-0.546751344304996,0.323636757685374,-0.110232784986359
"SVN",1992,-0.0100214286236286,-1.15551801906161,0.271423199054824,0.489315314833546,0.367528612262927,0.412672867713161,0.890089674744076,0.323497074107707,-0.226926558384942,-0.0838628138208742
"SVN",1993,-0.17814331070235,-0.999366191218331,0.846440799975556,0.190692300624466,0.354998969856506,0.187222788633241,0.70854210351704,0.110168133406342,-0.441627876073269,-0.0641909064371777
"SVN",1994,0.0155610209893068,-0.944783375028776,0.417874297981241,0.141322221001603,0.458157317671319,0.189828610652322,0.728267140241878,0.353688642419232,-0.438507820826614,0.0385602441171568
"SVN",2014,-0.0848817253591327,-0.185789890661234,1.29551708854118,0.650372414092218,0.685106205061227,0.629344098720386,0.512074772600635,0.536341426216128,-0.928509187273797,0.62927283701583
"SVN",2015,-0.219465465556625,-0.198570842934278,1.11054181873369,0.411117456333869,0.410221037018115,0.36542337064993,0.516278950790011,0.536341426216128,-0.245309604148825,0.57810406651164
"SVN",2016,0.20467296136473,0.176433792030625,1.63961448620024,0.357857398249252,0.450111778525506,0.338456134589385,0.647943078705907,0.945292598185385,-0.0540143349474617,1.15254464337133
"SVN",2017,-0.0966714845684552,0.138799357161429,1.15560946387298,0.311708717776448,0.436384164140408,0.338753755959091,0.440935374069362,0.778750149596951,-0.0540143349474617,0.882601060599584
"SWE",1990,-0.959142040998181,-1.03060461736434,0.974353624577215,2.28093088128034,1.94016439497277,2.3118007847457,1.86503623330616,1.30838272314165,0.48934770441643,0.929948101928313
"SWE",1991,-0.939622860087466,-1.13693899640786,0.804489662530196,2.25311156950308,1.94743678460425,2.28799848503026,1.86517314027849,1.05450569600236,0.303289859705857,0.650290410065062
"SWE",1992,-0.84508705377879,-1.19746620460578,0.818088007109311,2.24335136105234,1.93951535204164,2.27748913979442,1.64775387425854,1.09737089846129,0.414952787546194,0.671155022399691
"SWE",1993,-0.754806048888386,-1.02603918576985,0.873684876752765,2.16735234904434,1.92953640084489,2.20689445940555,1.65303676059645,0.943815869998487,0.134846546920556,0.610198695855777
"SWE",1994,-0.580599379890393,-0.830617744871347,0.950846420023633,2.08911360266318,1.78399166504101,2.10543296791691,1.73378820815224,1.09720199700193,0.462090691626248,0.81019437347935
"SWE",1995,-0.631765062699994,-0.98966203940356,0.958863507638041,1.78159401728274,1.95138065066993,1.94396787024112,1.58866378410867,0.905037470485281,0.423184606162827,0.611095033290638
"SWE",1996,-0.577916354519164,-0.91582476377051,0.966175647174955,1.66517386410197,1.80953380053932,1.74733412646826,1.52398827718298,0.986204623747636,0.123520028463195,0.699846603956158
"SWE",1997,-0.808671566965305,-0.954480840480804,1.08246679419538,1.75444214114874,1.83140858503882,1.82668862583865,1.45498393663906,1.11047401361926,0.34498458248243,0.819266581209073
"SWE",1998,-0.794461463630496,-0.866434658248348,1.03329831631355,1.92692420711533,1.45561390817546,1.80898831442775,1.4447844072567,0.868564945800755,0.420972289213268,0.635976347646727
"SWE",1999,-0.787757249126194,-0.771600620826129,0.949698016486968,1.9276321156885,1.67049715899545,1.89926235392279,1.527313652301,1.08309223671539,0.471505097438967,0.815379023293154
"SWE",2000,-0.947254643720584,-0.744949737470559,0.997196251254999,2.14002588513781,1.50579209717391,2.32084974177458,1.80722788513013,0.985992478963264,0.699339345134691,0.756587044242006
"SWE",2001,-0.839052051900836,-0.621976101416271,1.08740214806927,2.40377006581755,1.52713724075979,2.3511693534024,1.63311166987982,1.22157035641188,0.64201921684607,1.00573456616038
"SWE",2002,-0.745953902391763,-0.500418851248616,0.956528891999898,2.43619639212346,1.55278180277496,2.38678981865747,1.42986652767383,0.988233801147605,0.434420851979894,0.81800011316941
"SWE",2003,-0.725440494994728,-0.413673174494179,1.11392366931975,1.76606724643563,1.56898545686224,1.77244601369951,1.66531214460359,1.1289970757649,0.746570154895713,0.997252349684179
"SWE",2004,-0.876256995262583,-0.380092676024412,0.910700369090079,1.74938268988974,1.52738936808958,1.74834610437377,1.36847544050322,1.09116324830938,0.925201303389345,0.924041234975272
"SWE",2005,-0.891813422147304,-0.273430660571515,1.14154915870835,1.90726988954112,1.45994638508134,1.87356101895721,1.23131648847716,1.08227276576686,0.526569093152143,1.00668403428881
"SWE",2006,-0.875136431124328,-0.10411449337487,1.06570879148705,1.82399972992589,1.29145390470498,1.76378723489848,1.32659053914809,1.12567081658169,0.323636757685374,1.07084513571005
"SWE",2007,-0.886329014661249,0.0143788289118963,0.892502761427661,1.79781330041499,1.249053713241,1.73148893945848,1.38905076775506,1.07710059479691,0.323636757685374,1.02097209488167
"SWE",2008,-0.824370322724391,0.0879387386340611,1.16993002100828,1.74212843599902,1.20620428443132,1.67237193957168,1.38901741212307,1.41257613959679,0.786826736452693,1.38494083827214
